"","title","geo_accession","source_name_ch1","source_name_ch2","characteristics_ch1","characteristics_ch2","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch2.1","characteristics_ch2.2","characteristics_ch2.3","reference source:ch2","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch2.4","library_source"
"GSM2712300","MB02 RT2; Spleen control Pool 2","GSM2712300","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712301","MB03 RT2; Spleen control Pool 3","GSM2712301","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712302","MB04 RT2; Spleen LG Pool 1","GSM2712302","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712303","MB05 RT2; Spleen LG Pool 2","GSM2712303","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712304","MB06 RT2; Spleen LG Pool 3","GSM2712304","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712305","MB09 RT1; Kidney LG Pool 1","GSM2712305","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712306","MB10 RT1; Kidney LG Pool 2","GSM2712306","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712307","MB01 RT3; Spleen control Pool 1","GSM2712307","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712308","MB02 RT3; Spleen control Pool 2","GSM2712308","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712309","MB03 RT3; Spleen control Pool 3","GSM2712309","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712310","MB04 RT3; Spleen LG Pool 1","GSM2712310","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712311","MB05 RT3; Spleen LG Pool 2","GSM2712311","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712312","MB06 RT3; Spleen LG Pool 3","GSM2712312","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712313","MB11 RT1; Kidney LG Pool 3","GSM2712313","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712314","MB07 RT2; Kidney Control Pool 1","GSM2712314","Kidney",NA,"tissue: Kidney",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712315","MB08 RT2; Kidney Control Pool 2","GSM2712315","Kidney",NA,"tissue: Kidney",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712316","MB09 RT2; Kidney LG Pool 1","GSM2712316","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712317","MB10 RT2; Kidney LG Pool 2","GSM2712317","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712318","MB11 RT2; Kidney LG Pool 3","GSM2712318","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712319","MB08 RT3; Kidney Control Pool 2","GSM2712319","Kidney",NA,"tissue: Kidney",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712320","MB09 RT3; Kidney LG Pool 1","GSM2712320","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712321","MB10 RT3; Kidney LG Pool 2","GSM2712321","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712322","MB11 RT3; Kidney LG Pool 3","GSM2712322","Kidney",NA,"tissue: Kidney",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM4183233","Fin_PRE-exposure control_Tank_4_Fish_2_RNA#2","GSM4183233","Fin tissue, PRE-exposure (sea lice) control, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: PRE-exposure (sea lice) control","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183234","Fin_PRE-exposure control_Tank_4_Fish_5_RNA#20","GSM4183234","Fin tissue, PRE-exposure (sea lice) control, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: PRE-exposure (sea lice) control","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183235","Fin_PRE-exposure control_Tank_4_Fish_6_RNA#23","GSM4183235","Fin tissue, PRE-exposure (sea lice) control, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: PRE-exposure (sea lice) control","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183236","Fin_PRE-exposure control_Tank_5_Fish_1_RNA#4","GSM4183236","Fin tissue, PRE-exposure (sea lice) control, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: PRE-exposure (sea lice) control","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183237","Fin_PRE-exposure control_Tank_5_Fish_2_RNA#5","GSM4183237","Fin tissue, PRE-exposure (sea lice) control, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: PRE-exposure (sea lice) control","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183243","Fin_chalimus-ATTachment site_Tank_4_Fish_5_RNA#25","GSM4183243","Fin tissue, chalimus-attachment (ATT) site, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: chalimus-attachment (ATT) site","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183244","Fin_chalimus-ATTachment site_Tank_4_Fish_6_RNA#29","GSM4183244","Fin tissue, chalimus-attachment (ATT) site, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: chalimus-attachment (ATT) site","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183245","Fin_chalimus-ATTachment site_Tank_5_Fish_4_RNA#24","GSM4183245","Fin tissue, chalimus-attachment (ATT) site, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: chalimus-attachment (ATT) site","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183246","Fin_chalimus-ATTachment site_Tank_5_Fish_5_RNA#28","GSM4183246","Fin tissue, chalimus-attachment (ATT) site, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: chalimus-attachment (ATT) site","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
"GSM4183247","Fin_chalimus-ATTachment site_Tank_5_Fish_626","GSM4183247","Fin tissue, chalimus-attachment (ATT) site, individual fish","pool of RNAs from fin tissue samples invovled in the microarray experiment","life stage: Juvenile","life stage: Juvenile","treatment: chalimus-attachment (ATT) site","tissue: Fin (pelvic)",NA,"tissue: Fin (pelvic)","sample type: pool of RNAs from fin tissue samples invovled in the microarray experiment",NA,NA,NA,NA,NA,NA,NA
